Bercher,1
Berg (SG),6
Berg (TG),6
Berg am Irchel,7
Bergdietikon,6
Bergün/Bravuogn,1
Berikon,6
Beringen,7
Berken,7
Berlingen,4
Bern,1
Berneck,6
Bernex,1
Berolle,1
Beromünster,2
Besenbüren,7
Bettenhausen,7
Bettens,0
Bettingen,1
Bettlach,0
Bettmeralp,2
Bettwiesen,6
Bettwil,6
Beurnevésin,2
Bevaix,1
Bever,5
Bex,1
Biasca,3
Biberist,0
Biberstein,4
Bichelsee-Balterswil,2
Biel-Benken,0
Biel/Bienne,5
Biezwil,1
Biglen,7
Billens-Hennens,2
Binn,2
Binningen,1
Bioggio,3
Bioley-Magnoux,4
Bioley-Orjulaz,1
Birmensdorf (ZH),4
Birmenstorf (AG),6
Birr,6
Birrhard,7
Birrwil,6
Birsfelden,0
Birwinken,7
Bischofszell,6
Bissone,3
Bister,2
Bitsch,2
Bivio,5
Bière,1
Blatten,2
Blauen,2
Bleienbach,7
Blenio,3
Blitzingen,2
Blonay,1
Blumenstein,7
Bodio,3
Bofflens,5
Bogis-Bossey,1
Bolken,0
Bolligen,5
Boltigen,7
Bonaduz,2
Boncourt,2
Bonfol,2
Boningen,6
Boniswil,6
Bonstetten,4
Bonvillars,1
Boppelsen,6
Borex,1
Bosco/Gurin,3
Bossonnens,0
Boswil,6
Bottens,0
Bottenwil,7
Botterens,2
Bottighofen,0
Bottmingen,0
Boudry,1
Bougy-Villars,1
Boulens,1
Bourg-Saint-Pierre,3
Bourg-en-Lavaux,1
Bournens,0
Bourrignon,2
Boussens,0
Bovernier,3
Bowil,7
Boécourt,1
Braunau,7
Bregaglia,5
Breggia,3
Breil/Brigels,2
Breitenbach,1
Bremblens,1
Bremgarten (AG),4
Bremgarten bei Bern,1
Brenles,5
Brenzikofen,7
Bretigny-sur-Morrens,1
Bretonnières,1
Bretzwil,7
Brienz (BE),7
Brienzwiler,7
Brig-Glis,2
Brione (Verzasca),3
Brione sopra Minusio,3
Brislach,6
Brissago,3
Brittnau,7
Broc,2
Brot-Dessous,5
Brot-Plamboz,1
Brugg,0
Brunegg,7
Brusino Arsizio,3
Brusio,6
Brügg,5
Brünisried,6
Brüttelen,7
Brütten,4
Bubendorf,5
Bubikon,6
Buch (SH),7
Buch am Irchel,7
Buchberg,7
Buchegg,1
Buchholterberg,7
Buchillon,1
Buchrain,0
Buchs (AG),4
Buchs (SG),4
Buchs (ZH),6
Buckten,5
Bulle,0
Bullet,4
Buochs,7
Bure,3
Burg (AG),7
Burg im Leimental,0
Burgdorf,5
Burgistein,7
Bursinel,1
Bursins,0
Burtigny,5
Buseno,2
Bussigny,1
Bussnang,7
Busswil bei Melchnau,7
Bussy (FR),2
Bussy-Chardonney,1
Bussy-sur-Moudon,1
Buttisholz,2
Buttwil,6
Buus,7
Bäretswil,7
Bäriswil,7
Bärschwil,2
Bätterkinden,7
Bättwil,0
Böbikon,7
Böckten,4
Bönigen,7
Bösingen,2
Böttstein,6
Bözberg,6
Bözen,7
Büetigen,7
Bühl,7
Bühler,1
Bülach,4
Bünzen,6
Bürchen,2
Büren (SO),0
Büren an der Aare,7
Bürglen (TG),6
Bürglen (UR),2
Büron,2
Büsserach,2
Bütschwil-Ganterschwil,6
Büttenhardt,7
Büttikon,6
Cademario,3
Cadempino,3
Cadenazzo,3
Calanca,3
Cama,2
Camorino,3
Campo (Vallemaggia),3
Canobbio,3
Capriasca,3
Carouge (GE),1
Carrouge (VD),1
Cartigny,1
Caslano,3
Castaneda,2
Castel San Pietro,3
Casti-Wergenstein,5
Cazis,6
Celerina/Schlarigna,1
Centovalli,3
Cerentino,3
Cevio,3
Chalais,2
Cham,2
Chamblon,1
Chamoson,2
Champagne,1
Champoz,7
Champtauroz,1
Champvent,4
Champéry,2
Chancy,1
Chapelle (Glâne),2
Chardonne,1
Charrat,3
Chavannes-de-Bogis,0
Chavannes-des-Bois,1
Chavannes-le-Chêne,1
Chavannes-le-Veyron,5
Chavannes-près-Renens,1
Chavannes-sur-Moudon,5
Chavornay,1
Cheiry,2
Chermignon,2
Chesalles-sur-Moudon,1
Cheseaux-Noréaz,1
Cheseaux-sur-Lausanne,1
Chessel,1
Chevilly,1
Chevroux,0
Chexbres,1
Cheyres,0
Chiasso,3
Chigny,1
Chippis,2
Choulex,1
Chur,0
Churwalden,5
Châbles,2
Château-d'Oex,1
Châtel-Saint-Denis,2
Châtel-sur-Montsalvens,0
Châtillon (FR),2
Châtillon (JU),2
Châtonnaye,0
Chénens,0
Chéserex,1
Chésopelloz,2
Chêne-Bougeries,1
Chêne-Bourg,1
Chêne-Pâquier,1
Clarmont,1
Claro,3
Clavaleyres,3
Clos du Doubs,2
Coeuve,3
Coinsins,1
Coldrerio,3
Collex-Bossy,1
Collina d'Oro,3
Collombey-Muraz,2
Collonge-Bellerive,1
Collonges,3
Cologny,1
Comano,3
Commugny,1
Concise,1
Confignon,1
Conters im Prättigau,7
Conthey,2
Coppet,1
Corban,2
Corbeyrier,5
Corbières,2
Corcelles (BE),7
Corcelles-Cormondrèche,1
Corcelles-le-Jorat,1
Corcelles-près-Concise,1
Corcelles-près-Payerne,1
Corcelles-sur-Chavornay,1
Corgémont,7
Corippo,3
Corminboeuf,2
Cormoret,7
Cornaux,1
Cornol,3
Corpataux-Magnedens,2
Corseaux,1
Corserey,2
Corsier (GE),1
Corsier-sur-Vevey,1
Cortaillod,1
Cortébert,7
Cossonay,1
Cottens (FR),2
Cottens (VD),1
Courchapoix,3
Courchavon,2
Courgenay,3
Courgevaux,4
Courlevon,6
Courrendlin,2
Courroux,2
Court,7
Courtedoux,3
Courtelary,7
Courtepin,2
Courtételle,3
Crans-près-Céligny,1
Crassier,1
Cremin,7
Cresciano,3
Cressier (FR),0
Cressier (NE),1
Crissier,1
Croglio,3
Cronay,1
Croy,1
Crémines,7
Crésuz,2
Cuarnens,0
Cuarny,7
Cudrefin,1
Cugnasco-Gerra,3
Cugy (FR),2
Cugy (VD),1
Cunter,2
Cureglia,3
Curio,3
Curtilles,1
Céligny,1
Dachsen,4
Dagmersellen,2
Daillens,1
Dallenwil,7
Dalpe,3
Damphreux,2
Dardagny,1
Davos,5
Degersheim,6
Deisswil bei Münchenbuchsee,3
Deitingen,2
Delley-Portalban,2
Delémont,3
Denens,1
Denges,1
Densbüren,6
Derendingen,0
Develier,3
Diegten,4
Dielsdorf,6
Diemerswil,7
Diemtigen,7
Diepflingen,4
Diepoldsau,2
Dierikon,6
Diessbach bei Büren,7
Diessenhofen,6
Dietikon,4
Dietlikon,4
Dietwil,6
Dinhard,7
Dintikon,7
Disentis/Mustér,2
Dittingen,2
Dizy,1
Domat/Ems,2
Domdidier,2
Domleschg,1
Dompierre (FR),2
Dompierre (VD),5
Donat,1
Donneloye,4
Doppleschwand,2
Dorf,7
Dornach,1
Dorénaz,1
Dottikon,6
Dotzigen,7
Dozwil,7
Drei Höfe,4
Duggingen,4
Duillier,1
Dulliken,0
Dully,1
Dägerlen,7
Dällikon,6
Däniken,4
Dänikon,7
Därligen,7
Därstetten,7
Dättlikon,6
Démoret,5
Dörflingen,7
Döttingen,6
Dübendorf,6
Düdingen,2
Dürnten,6
Dürrenroth,7
Dürrenäsch,7
Ebersecken,2
Ebikon,2
Ebnat-Kappel,6
Echallens,1
Echandens,1
Echarlens,0
Echichens,1
Eclépens,1
Ecublens (FR),2
Ecublens (VD),1
Ederswiler,7
Effingen,6
Egerkingen,2
Egg,4
Eggenwil,6
Eggerberg,2
Eggersriet,6
Eggiwil,7
Eglisau,4
Egliswil,6
Egnach,6
Egolzwil,2
Ehrendingen,6
Eich,2
Eichberg,6
Eiken,6
Einsiedeln,2
Eischoll,2
Eisten,2
Elfingen,5
Elgg,6
Ellikon an der Thur,7
Elsau,6
Embd,2
Embrach,6
Emmen,6
Emmetten,7
Endingen,6
Engelberg,7
Enges,1
Ennetbaden,1
Ennetbürgen,7
Ennetmoos,7
Entlebuch,2
Epalinges,1
Ependes (FR),2
Ependes (VD),1
Eppenberg-Wöschnau,4
Epsach,7
Eptingen,7
Ergisch,2
Eriswil,7
Eriz,7
Erlach,5
Erlen,6
Erlenbach (ZH),1
Erlenbach im Simmental,7
Erlinsbach (AG),4
Erlinsbach (SO),0
Ermatingen,4
Ermensee,2
Ernen,2
Erschwil,2
Ersigen,7
Erstfeld,2
Eschenbach (LU),2
Eschenbach (SG),6
Eschenz,6
Eschert,7
Eschlikon,6
Escholzmatt-Marbach,2
Essert-Pittet,5
Essertes,0
Essertines-sur-Rolle,1
Essertines-sur-Yverdon,1
Estavayer-le-Lac,2
Etagnières,0
Etoy,1
Ettingen,0
Ettiswil,2
Etziken,2
Evilard,1
Evionnaz,2
Evolène,2
Eysins,1
Fahrni,7
Fahrwangen,6
Fahy,2
Faido,3
Falera,2
Faoug,1
Farnern,7
Farvagny,2
Fehraltorf,6
Fehren,6
Felben-Wellhausen,6
Feldbrunnen-St. Niklaus,1
Felsberg,7
Ferden,2
Ferenbalm,7
Ferlens (VD),1
Ferpicloz,0
Ferrera,7
Ferreyres,1
Feuerthalen,4
Feusisberg,2
Fey,1
Fideris,5
Fiesch,2
Fieschertal,2
Fiez,1
Filisur,1
Finhaut,2
Finsterhennen,7
Fischbach,2
Fischbach-Göslikon,6
Fischenthal,7
Fischingen,6
Fisibach,6
Fislisbach,6
Flaach,7
Flawil,4
Flerden,3
Flims,4
Flumenthal,4
Flums,6
Flurlingen,4
Fläsch,5
Flüelen,2
Flühli,2
Fontaines-sur-Grandson,7
Fontenais,3
Forel (Lavaux),1
Forel-sur-Lucens,1
Forst-Längenbühl,7
Founex,1
Frasco,3
Fraubrunnen,7
Frauenfeld,4
Frauenkappelen,7
Freienbach,6
Freienstein-Teufen,7
Freienwil,4
Freimettigen,7
Frenkendorf,0
Fresens,1
Fribourg,3
Frick,6
Froideville,0
Frutigen,7
Fräschels,6
Fulenbach,2
Full-Reuenthal,6
Fully,2
Furna,7
Fällanden,4
Féchy,1
Fétigny,2
Füllinsdorf,0
Fürstenau,5
Gachnang,6
Gais,1
Gaiserwald,2
Galgenen,6
Galmiz,6
Gals,7
Gambarogno,3
Gampel-Bratsch,2
Gampelen,7
Gams,2
Gansingen,2
Gebenstorf,4
Gelterfingen,7
Gelterkinden,1
Geltwil,0
Gempen,4
Gempenach,7
Genolier,1
Genthod,1
Genève,1
Gerlafingen,0
Geroldswil,6
Gersau,2
Gerzensee,7
Gettnau,2
Geuensee,2
Giebenach,6
Giez,1
Giffers,2
Gilly,4
Gimel,1
Gingins,1
Giornico,3
Gipf-Oberfrick,4
Gisikon,6
Giswil,7
Giubiasco,3
Givisiez,2
Givrins,1
Gland,1
Glarus,3
Glarus Nord,3
Glarus Süd,3
Glattfelden,7
Gletterens,2
Gnosca,3
Golaten,7
Goldach,6
Gollion,0
Gommiswald,6
Gondiswil,7
Gonten,2
Gontenschwil,7
Gordola,3
Gorduno,3
Gorgier,1
Gossau (SG),6
Gossau (ZH),6
Gottlieben,0
Goumoëns,1
Graben,7
Grabs,4
Grafschaft,2
Grancia,3
Grancy,1
Grandcour,1
Grandevent,5
Grandfontaine,2
Grandson,1
Grandval,7
Grandvillard,2
Granges (Veveyse),2
Granges-Paccot,2
Grangettes,2
Gravesano,3
Greifensee,4
Grellingen,0
Grenchen,4
Greng,6
Grengiols,2
Grens,1
Greppen,2
Gresso,3
Gretzenbach,4
Grimisuat,2
Grindel,6
Grindelwald,7
Grolley,2
Grono,2
Grossaffoltern,7
Grossdietwil,2
Grosshöchstetten,7
Grosswangen,2
Grub (AR),5
Gruyères,2
Gryon,1
Grächen,2
Gränichen,6
Grône,2
Grüningen,6
Grüsch,7
Gsteig,7
Gsteigwiler,7
Gudo,3
Guggisberg,7
Gunzgen,2
Gurbrü,7
Gurmels,2
Gurtnellen,2
Gurzelen,7
Guttannen,7
Guttet-Feschel,2
Gy,1
Gächlingen,7
Gänsbrunnen,2
Göschenen,2
Gündlischwand,7
Günsberg,4
Güttingen,6
Habkern,7
Habsburg,4
Hagenbuch,7
Hagneck,7
Haldenstein,5
Hallau,7
Hallwil,7
Halten,2
Hasle (LU),2
Hasle bei Burgdorf,7
Hasliberg,7
Hauenstein-Ifenthal,2
Hauptwil-Gottshaus,6
Hausen (AG),6
Hausen am Albis,4
Haut-Intyamon,2
Haut-Vully,1
Haute-Ajoie,2
Haute-Sorne,3
Hauterive (FR),2
Hauterive (NE),1
Hauteville,2
Hedingen,4
Hefenhofen,6
Heiden,1
Heiligenschwendi,7
Heimberg,7
Heimenhausen,7
Heimiswil,7
Heitenried,2
Hellikon,7
Hellsau,3
Hemberg,6
Hemishofen,7
Hemmiken,7
Hendschiken,7
Henggart,6
Henniez,1
Herbetswil,2
Herbligen,7
Herdern,6
Hergiswil (NW),7
Hergiswil bei Willisau,2
Herisau,5
Hermance,1
Hermenches,5
Hermiswil,7
Hermrigen,7
Herrliberg,1
Hersberg,7
Herznach,6
Herzogenbuchsee,5
Hettlingen,4
Hildisrieden,2
Hilterfingen,5
Himmelried,4
Hindelbank,7
Hinterrhein,7
Hinwil,6
Hirschthal,6
Hirzel,4
Hittnau,6
Hitzkirch,2
Hochdorf,2
Hochfelden,7
Hochwald,0
Hofstetten (ZH),7
Hofstetten bei Brienz,7
Hofstetten-Flüh,0
Hohenrain,2
Hohentannen,7
Holderbank (AG),7
Holderbank (SO),2
Holziken,7
Homberg,7
Hombrechtikon,6
Homburg,7
Honau,2
Horgen,4
Horn,6
Hornussen,6
Horrenbach-Buchen,7
Horriwil,0
Horw,0
Hospental,2
Hubersdorf,0
Humlikon,7
Hundwil,7
Hunzenschwil,7
Huttwil,7
Häfelfingen,5
Hägendorf,4
Häggenschwil,2
Hägglingen,6
Härkingen,6
Häutligen,7
Hérémence,2
Höchstetten,7
Hölstein,4
Höri,7
Hünenberg,2
Hüniken,2
Hüntwangen,7
Hütten,7
Hüttikon,7
Hüttlingen,6
Hüttwilen,6
Icogne,0
Iffwil,7
Ilanz/Glion,2
Illgau,6
Illnau-Effretikon,4
Inden,2
Ingenbohl,2
Inkwil,7
Innerthal,2
Innertkirchen,7
Ins,7
Interlaken,7
Inwil,2
Ipsach,5
Iragna,3
Iseltwald,7
Isenthal,2
Islisberg,6
Isone,3
Isorno,1
Isérables,3
Itingen,5
Ittigen,5
Jaberg,3
Jaun,6
Jegenstorf,5
Jenaz,7
Jenins,7
Jens,7
Jeuss,0
Jonen,6
Jongny,1
Jonschwil,6
Jorat-Menthue,1
Jouxtens-Mézery,1
Juriens,1
Jussy,1
Kaiseraugst,4
Kaiserstuhl,4
Kaisten,6
Kallern,7
Kallnach,7
Kaltbrunn,6
Kammersrohr,3
Kandergrund,7
Kandersteg,7
Kappel (SO),0
Kappel am Albis,7
Kappelen,7
Kaufdorf,5
Kehrsatz,5
Kemmental,6
Kernenried,7
Kerns,7
Kerzers,4
Kesswil,6
Kestenholz,2
Kienberg,2
Kiesen,7
Kilchberg (BL),5
Kilchberg (ZH),1
Killwangen,6
Kippel,2
Kirchberg (BE),7
Kirchberg (SG),6
Kirchdorf (BE),7
Kirchenthurnen,7
Kirchleerau,7
Kirchlindach,5
Kleinandelfingen,7
Kleinbösingen,2
Kleinlützel,0
Klingnau,6
Klosters-Serneus,7
Kloten,6
Knonau,5
Knutwil,2
Koblenz,6
Konolfingen,7
Koppigen,7
Kradolf-Schönenberg,6
Krattigen,7
Krauchthal,7
Kreuzlingen,0
Kriechenwil,7
Kriegstetten,4
Kriens,0
Kyburg,6
Känerkinden,5
Kölliken,6
Köniz,5
Küblis,7
Künten,6
Küsnacht (ZH),1
Küssnacht (SZ),0
Küttigen,4
L'Abbaye,1
L'Abergement,5
L'Isle,1
La Baroche,2
La Brillaz,2
La Brévine,5
La Chaux (Cossonay),1
La Chaux-de-Fonds,1
La Chaux-des-Breuleux,2
La Chaux-du-Milieu,1
La Côte-aux-Fées,0
La Ferrière,7
La Folliaz,2
La Neuveville,1
La Praz,1
La Punt-Chamues-ch,7
La Rippe,1
La Roche,2
La Sagne,1
La Sarraz,1
La Sonnaz,2
La Tour-de-Peilz,1
La Tène,1
La Verrerie,2
Laax,2
Lachen,0
Laconnex,3
Lajoux (JU),3
Lalden,2
Lamone,3
Lampenberg,4
Lancy,1
Landiswil,7
Landquart,7
Langenbruck,5
Langendorf,1
Langenthal,5
Langnau am Albis,4
Langnau im Emmental,7
Langrickenbach,7
Lantsch/Lenz,2
Lauenen,7
Lauerz,2
Laufen,2
Laufen-Uhwiesen,6
Laufenburg,6
Laupen,5
Laupersdorf,2
Lauperswil,7
Lausanne,1
Lausen,4
Lauterbrunnen,7
Lauwil,5
Lavertezzo,3
Lavey-Morcles,4
Lavigny,1
Lavizzara,3
Lax,2
Le Bémont (JU),2
Le Cerneux-Péquignot,1
Le Chenit,1
Le Châtelard,2
Le Flon,2
Le Glèbe,2
Le Grand-Saconnex,1
Le Landeron,1
Le Lieu,1
Le Locle,1
Le Mont-sur-Lausanne,1
Le Mouret,2
Le Noirmont,3
Le Pâquier (FR),2
Le Vaud,1
Leggia,2
Leibstadt,7
Leimbach (AG),7
Leissigen,7
Lengnau (AG),6
Lengnau (BE),7
Lengwil,6
Lenk,7
Lens,2
Lenzburg,0
Les Agettes,2
Les Bois,3
Les Brenets,1
Les Breuleux,3
Les Clées,1
Les Enfers,2
Les Genevez (JU),2
Les Montets,2
Les Planchettes,1
Les Ponts-de-Martel,1
Les Verrières,1
Leuggern,7
Leuk,2
Leukerbad,2
Leutwil,7
Leuzigen,7
Leysin,1
Leytron,2
Lichtensteig,4
Liddes,2
Liedertswil,7
Liesberg,2
Liestal,1
Ligerz,5
Lignerolle,7
Lignières,1
Lindau,6
Linden,7
Linescio,1
Locarno,3
Lodrino,3
Lohn (GR),1
Lohn (SH),7
Lohn-Ammannsegg,1
Lohnstorf,7
Lommis,7
Lommiswil,0
Lonay,1
Longirod,1
Losone,3
Lostallo,0
Lostorf,0
Lotzwil,7
Lovatens,0
Loveresse,7
Lucens,1
Lufingen,6
Lugano,3
Lugnez,3
Luins,4
Lully (FR),2
Lully (VD),1
Lumino,3
Lumnezia,2
Lungern,7
Lupfig,6
Lupsingen,1
Lurtigen,4
Lussery-Villars,0
Lussy-sur-Morges,1
Luterbach,0
Luthern,2
Lutry,1
Lutzenberg,5
Luzein,7
Luzern,0
Lyss,5
Lyssach,7
Läufelfingen,5
Léchelles,2
Löhningen,7
Lüscherz,7
Lüsslingen-Nennigkofen,1
Lüterkofen-Ichertswil,1
Lüterswil-Gächliwil,1
Lütisburg,2
Lütschental,7
Lützelflüh,7
Madiswil,7
Madulain,5
Magden,4
Maggia,3
Magliaso,3
Maienfeld,7
Maisprach,5
Maladers,7
Malans,5
Malters,2
Mammern,6
Mandach,7
Manno,3
Maracon,1
Marbach (SG),6
Marchissy,1
Marly,2
Marmorera,3
Maroggia,3
Marsens,2
Marthalen,7
Martigny,1
Martigny-Combe,3
Maschwanden,7
Masein,1
Massagno,3
Massongex,2
Massonnens,0
Mathod,4
Mathon,1
Matran,2
Matten bei Interlaken,7
Mattstetten,7
Matzendorf,2
Matzingen,6
Mauborget,6
Mauensee,2
Maur,4
Mauraz,1
Medel (Lucmagn),2
Meggen,0
Meienried,3
Meierskappel,6
Meikirch,5
Meilen,0
Meinier,1
Meinisberg,7
Meiringen,7
Meisterschwanden,6
Melano,3
Melchnau,7
Melide,3
Mellikon,4
Mellingen,6
Mels,2
Meltingen,2
Mendrisio,3
Menziken,6
Menzingen,2
Menznau,2
Merenschwand,6
Mergoscia,3
Merishausen,7
Mervelier,2
Merzligen,7
Mesocco,2
Messen,1
Mettauertal,6
Mettembert,3
Mettmenstetten,4
Metzerlen-Mariastein,2
Mex (VD),1
Meyriez,4
Meyrin,1
Mezzovico-Vira,3
Mies,1
Miglieglia,3
Milvignes,1
Minusio,3
Mirchel,7
Misery-Courtion,2
Missy,0
Miège,3
Moiry,1
Moleno,3
Mollens (VD),1
Mollens (VS),2
Molondin,1
Mont-Noble,2
Mont-Tramelan,7
Mont-la-Ville,1
Mont-sur-Rolle,1
Montagny (FR),2
Montagny-près-Yverdon,1
Montalchez,1
Montana,2
Montanaire,1
Montcherand,5
Monte Carasso,3
Monteceneri,3
Monteggio,3
Montet (Glâne),0
Montfaucon,2
Montherod,1
Monthey,2
Montilliez,1
Montpreveyres,1
Montreux,1
Montricher,1
Moosleerau,7
Moosseedorf,7
Morbio Inferiore,3
Morcote,3
Morens (FR),2
Morges,1
Morlon,2
Morrens (VD),1
Morschach,6
Mosnang,2
Mosogno,3
Moudon,1
Moutier,0
Movelier,2
Muhen,6
Mulegns,2
Mumpf,6
Mundaun,2
Muntelier,0
Muolen,2
Muotathal,6
Muralto,3
Murgenthal,7
Muri (AG),6
Muri bei Bern,1
Muriaux,3
Murist,0
Murten,0
Mutrux,4
Mutten,7
Muttenz,0
Muzzano,3
Mägenwil,6
Männedorf,4
Märstetten,6
Ménières,2
Mézières (FR),2
Mézières (VD),1
Möhlin,6
Mönchaltorf,5
Mönthal,7
Mörel-Filet,2
Mörigen,7
Möriken-Wildegg,6
Mörschwil,2
Mötschwil,7
Mühlau,6
Mühleberg,7
Mühledorf (BE),7
Mühlethurnen,7
Müllheim,6
Mülligen,6
Mümliswil-Ramiswil,2
Münchenbuchsee,5
Münchenstein,0
Münchenwiler,7
Münchwilen (AG),6
Münchwilen (TG),6
Münsingen,5
Münster-Geschinen,2
Münsterlingen,4
Müntschemier,7
Naters,2
Nebikon,1
Neckertal,6
Neerach,7
Neftenbach,6
Neggio,3
Nendaz,3
Nenzlingen,6
Nesslau,6
Neuchâtel,1
Neuendorf,2
Neuenegg,7
Neuenhof,6
Neuenkirch,2
Neuhausen am Rheinfall,5
Neuheim,2
Neunforn,7
Neunkirch,5
Neyruz (FR),2
Nidau,1
Niederbipp,7
Niederbuchsiten,2
Niederbüren,6
Niederdorf,4
Niedergesteln,2
Niederglatt,7
Niedergösgen,6
Niederhasli,6
Niederhelfenschwil,6
Niederhünigen,7
Niederlenz,4
Niedermuhlern,3
Niederried bei Interlaken,7
Niederrohrdorf,4
Niederwald,2
Niederweningen,4
Niederwil (AG),6
Niederönz,7
Niederösch,3
Nods,7
Noflen,3
Noréaz,2
Nottwil,2
Novaggio,3
Novalles,5
Novazzano,3
Noville,1
Nufenen,7
Nuglar-St. Pantaleon,4
Nunningen,2
Nusshof,5
Nuvilly,2
Nyon,1
Nürensdorf,6
Oberbalm,7
Oberbipp,7
Oberbuchsiten,2
Oberburg,7
Oberbüren,6
Oberdiessbach,7
Oberdorf (BL),4
Oberdorf (NW),7
Oberdorf (SO),1
Oberegg,2
Oberembrach,7
Oberems,2
Oberengstringen,4
Oberentfelden,6
Obergerlafingen,4
Oberglatt,7
Obergoms,2
Obergösgen,0
Oberhallau,7
Oberhelfenschwil,2
Oberhof,6
Oberhofen am Thunersee,5
Oberhünigen,7
Oberiberg,6
Oberkirch,2
Oberkulm,7
Oberlangenegg,7
Oberlunkhofen,6
Obermumpf,6
Oberried am Brienzersee,7
Oberrieden,4
Oberriet (SG),6
Oberrohrdorf,4
Oberrüti,6
Obersaxen,2
Oberschrot,2
Obersiggenthal,0
Oberstammheim,5
Obersteckholz,7
Oberthal,7
Oberuzwil,6
Oberweningen,6
Oberwil (BL),0
Oberwil bei Büren,7
Oberwil im Simmental,7
Oberwil-Lieli,6
Oberägeri,2
Oberösch,3
Obfelden,4
Ochlenberg,7
Oekingen,0
Oensingen,6
Oeschenbach,7
Oeschgen,6
Oetwil am See,6
Oetwil an der Limmat,4
Oftringen,6
Ogens,5
Ollon,1
Olsberg,4
Olten,1
Oltingen,5
Onex,1
Onnens (VD),1
Onsernone,3
Opfikon,6
Oppens,5
Oppligen,7
Orbe,1
Orges,1
Origlio,3
Ormalingen,5
Ormont-Dessous,1
Ormont-Dessus,1
Orny,1
Oron,1
Orpund,7
Orselina,3
Orsières,3
Orvin,7
Orzens,5
Osogna,3
Ossingen,6
Ostermundigen,5
Otelfingen,6
Othmarsingen,6
Ottenbach,4
Oulens-sous-Echallens,1
Pailly,1
Pampigny,1
Paradiso,3
Paudex,1
Payerne,1
Penthalaz,1
Penthaz,1
Penthéréaz,0
Perly-Certoux,1
Perrefitte,7
Perroy,1
Personico,3
Peseux,1
Petit-Val,7
Pfaffnau,2
Pfeffingen,0
Pfungen,7
Pfyn,7
Pfäfers,6
Pfäffikon,5
Pianezzo,3
Pierrafortscha,0
Pieterlen,7
Plaffeien,2
Plan-les-Ouates,1
Plasselb,6
Plateau de Diesse,5
Pleigne,2
Pohlern,7
Poliez-Pittet,0
Pollegio,3
Pompaples,1
Pomy,5
Pont-en-Ogoz,2
Pont-la-Ville,2
Ponte Capriasca,3
Ponte Tresa,3
Ponthaux,2
Pontresina,5
Porrentruy,3
Port,5
Port-Valais,2
Porza,3
Poschiavo,2
Prangins,1
Prato (Leventina),3
Pratteln,0
Pregny-Chambésy,1
Premier,5
Preonzo,3
